"Ensembl" "Entrez"
"2482592" "ENSG00000252468" "RNU2-57P"
"2482595" "ENSG00000231341" "VDAC1P6"
"2482598" "ENSG00000235001" "EIF4A1P2"
"2482601" "ENSG00000214207" "KRT18P10"
"2482604" "ENSG00000278585" "SNX3P1Y"
"2482607" "ENSG00000235175" "RPL26P37"
"2482610" "ENSG00000237195" "DLGAP5P1"
"2482613" "ENSG00000251275" "AC006335.2"
"2482618" "ENSG00000237069" "TTTY23B"
"2482623" "ENSG00000250204" "AC006335.6"
"2482628" "ENSG00000168757" "TSPY2"
"2482690" "ENSG00000234830" "FAM197Y9"
"2482704" "ENSG00000238235" "TSPY11P"
"2482712" "ENSG00000275352" "RP11-492C2.1"
"2482717" "ENSG00000234583" "TSPY19P"
"2482721" "ENSG00000235094" "AC006335.10"
"2482727" "ENSG00000242879" "AC006335.11"
"2482732" "ENSG00000223744" "RBMY2GP"
"2482741" "ENSG00000229643" "LINC00280"
"2482746" "ENSG00000129816" "TTTY1B"
"2482753" "ENSG00000212856" "TTTY2B"
"2482762" "ENSG00000237563" "TTTY21B"
"2482766" "ENSG00000147753" "TTTY7"
"2482786" "ENSG00000185700" "TTTY8B"
"2482795" "ENSG00000235895" "AC010154.2"
"2482799" "ENSG00000232620" "TSPY17P"
"2482802" "ENSG00000224953" "SRIP3"
"2482805" "ENSG00000274365" "RP11-507A3.1"
"2482808" "ENSG00000233634" "GOT2P5"
"2482811" "ENSG00000099721" "AMELY"
"2482844" "ENSG00000237701" "ATP5JP1"
"2482848" "ENSG00000092377" "TBL1Y"
"2482974" "ENSG00000273906" "RP11-115H13.1"
"2482977" "ENSG00000232583" "GPR143P"
"2482981" "ENSG00000099725" "PRKY"
"2483006" "ENSG00000252633" "RN7SKP282"
"2483009" "ENSG00000251996" "Y_RNA"
"2483012" "ENSG00000252155" "RNU6-941P"
"2483015" "ENSG00000252472" "RNU6-521P"
"2483018" "ENSG00000275280" "RP11-105L10.1"
"2483021" "ENSG00000238073" "RBMY2HP"
"2483028" "ENSG00000223422" "AC007274.2"
"2483035" "ENSG00000236435" "TSPY12P"
"2483042" "ENSG00000236690" "AC007274.5"
"2483048" "ENSG00000225520" "TTTY16"
"2483052" "ENSG00000234795" "RFTN1P1"
"2483065" "ENSG00000237048" "TTTY12"
"2483069" "ENSG00000278854" "RP11-109F19.1"
"2483073" "ENSG00000215603" "ZNF92P1Y"
"2483076" "ENSG00000273863" "RP11-108F14.1"
"2483080" "ENSG00000244246" "ZNF736P8Y"
"2483083" "ENSG00000229745" "BPY2DP"
"2483089" "ENSG00000241200" "ZNF736P7Y"
"2483092" "ENSG00000239893" "ZNF736P9Y"
"2483096" "ENSG00000227204" "RBMY2JP"
"2483107" "ENSG00000225809" "RBMY2KP"
"2483116" "ENSG00000215601" "TSPY24P"
"2483122" "ENSG00000224634" "ZNF736P6Y"
"2483125" "ENSG00000223955" "MTND6P1"
"2483128" "ENSG00000234179" "MTCYBP1"
"2483131" "ENSG00000226529" "MTND1P1"
"2483134" "ENSG00000234850" "MTND2P3"
"2483137" "ENSG00000227830" "TRIM60P3Y"
"2483141" "ENSG00000216824" "ZNF736P10Y"
"2483144" "ENSG00000275866" "RP11-17E15.1"
"2483147" "ENSG00000279435" "AC016991.1"
"2483167" "ENSG00000232348" "LINC00279"
"2483172" "ENSG00000233699" "TTTY18"
"2483176" "ENSG00000279664" "AC009491.2"
"2483191" "ENSG00000232419" "TTTY19"
"2483195" "ENSG00000279547" "AC009491.1"
"2483214" "ENSG00000180910" "TTTY11"
"2483221" "ENSG00000228207" "AC007967.2"
"2483227" "ENSG00000173357" "AC007967.3"
"2483241" "ENSG00000273731" "RP11-373F14.1"
"2483244" "ENSG00000230025" "AC007967.4"
"2483249" "ENSG00000231988" "OFD1P3Y"
"2483257" "ENSG00000232235" "CDY3P"
"2483260" "ENSG00000224408" "USP9YP22"
"2483264" "ENSG00000238154" "USP9YP4"
"2483272" "ENSG00000232924" "TCEB1P4"
"2483275" "ENSG00000197038" "RBMY1A3P"
"2483287" "ENSG00000275310" "RP11-441G8.1"
"2483290" "ENSG00000232808" "TTTY20"
"2483294" "ENSG00000233803" "TSPY4"
"2483337" "ENSG00000225560" "FAM197Y8"
"2483352" "ENSG00000229549" "TSPY8"
"2483412" "ENSG00000228383" "FAM197Y7P"
"2483432" "ENSG00000188656" "TSPY7P"
"2483440" "ENSG00000237802" "FAM197Y6"
"2483460" "ENSG00000228927" "TSPY3"
"2483503" "ENSG00000225516" "FAM197Y5P"
"2483523" "ENSG00000258992" "TSPY1"
"2483593" "ENSG00000274196" "FAM197Y4P"
"2483605" "ENSG00000238074" "TSPY9P"
"2483613" "ENSG00000230066" "FAM197Y3"
"2483630" "ENSG00000270073" "TSPY6P"
"2483639" "ENSG00000234803" "FAM197Y2P"
"2483658" "ENSG00000236424" "TSPY10"
"2483701" "ENSG00000224336" "FAM197Y1P"
"2483708" "ENSG00000236786" "TSPY15P"
"2483716" "ENSG00000231436" "RBMY3AP"
"2483726" "ENSG00000234110" "TSPY25P"
"2483733" "ENSG00000226223" "TSPY16P"
"2483736" "ENSG00000232617" "AC017019.1"
"2483740" "ENSG00000183385" "TTTY8"
"2483749" "ENSG00000147761" "TTTY7B"
"2483769" "ENSG00000228890" "TTTY21"
"2483773" "ENSG00000212855" "TTTY2"
"2483782" "ENSG00000129845" "TTTY1"
"2483789" "ENSG00000224075" "TTTY22"
"2483796" "ENSG00000228379" "AC010891.2"
"2483801" "ENSG00000229208" "RBMY2NP"
"2483810" "ENSG00000274445" "RP11-373F14.2"
"2483813" "ENSG00000231874" "TSPY18P"
"2483817" "ENSG00000187657" "TSPY13P"
"2483825" "ENSG00000239225" "TTTY23"
"2483830" "ENSG00000234950" "RBMY2OP"
"2483838" "ENSG00000236718" "RBMY2QP"
"2483848" "ENSG00000243643" "TSPY20P"
"2483854" "ENSG00000225685" "TSPY5P"
"2483865" "ENSG00000278478" "RP11-160K17.1"
"2483868" "ENSG00000235193" "AC006987.4"
"2483872" "ENSG00000251766" "RNA5SP518"
"2483875" "ENSG00000235691" "AC006987.5"
"2483878" "ENSG00000252289" "RNA5SP519"
"2483881" "ENSG00000226975" "AC006987.6"
"2483884" "ENSG00000231411" "DUX4L31"
"2483887" "ENSG00000226061" "PCMTD1P1"
"2483890" "ENSG00000237447" "CDC27P2"
"2483893" "ENSG00000225840" "AC010970.2"
"2483896" "ENSG00000251705" "RNA5-8SP6"
"2483899" "ENSG00000273858" "RP1-85D24.4"
"2483902" "ENSG00000273693" "C2orf27AP1"
"2483905" "ENSG00000271365" "RP1-85D24.3"
"2483908" "ENSG00000271309" "RP1-85D24.2"
"2483911" "ENSG00000270570" "RP1-85D24.1"
"2483914" "ENSG00000274231" "RP11-131M6.1"
"2483917" "ENSG00000278212" "MAFIP"
"2483925" "ENSG00000274502" "ANKRD20A6P"
"2483928" "ENSG00000274162" "SNX18P1Y"
"2483931" "ENSG00000258567" "DUX4L16"
"2483934" "ENSG00000259154" "DUX4L17"
"2483937" "ENSG00000259029" "DUX4L18"
"2483940" "ENSG00000258991" "DUX4L19"
"2483943" "ENSG00000270455" "PABPC1P5"
"2483947" "ENSG00000183704" "SLC9B1P1"
"2483958" "ENSG00000270242" "ACTR3BP1"
"2483962" "ENSG00000275828" "RP11-295P22.3"
"2483967" "ENSG00000225433" "MTND1P12"
"2483970" "ENSG00000224567" "RP11-295P22.4"
"2483973" "ENSG00000271375" "RP11-295P22.2"
"2483977" "ENSG00000234385" "RCC2P1"
"2483980" "ENSG00000215583" "ASS1P6"
"2483983" "ENSG00000235649" "MXRA5Y"
"2483989" "ENSG00000236477" "RPS24P1"
"2483993" "ENSG00000232226" "ARSFP1"
"2483998" "ENSG00000243980" "RN7SL702P"
"2484001" "ENSG00000232730" "FAM8A4P"
"2484004" "ENSG00000224060" "ARSEP1"
"2484012" "ENSG00000225117" "ARSDP1"
"2484022" "ENSG00000206159" "GYG2P1"
"2484045" "ENSG00000227447" "XGY1"
"2484055" "ENSG00000226863" "SHROOM2P1"
"2484060" "ENSG00000233774" "MED14P1"
"2484067" "ENSG00000233864" "TTTY15"
"2484083" "ENSG00000114374" "USP9Y"
"2484246" "ENSG00000228411" "CDY4P"
"2484250" "ENSG00000067048" "DDX3Y"
"2484389" "ENSG00000234059" "CASKP1"
"2484399" "ENSG00000224035" "SFPQP1"
"2484403" "ENSG00000235462" "TAB3P1"
"2484411" "ENSG00000223915" "DPPA2P1"
"2484414" "ENSG00000183878" "UTY"
"2485168" "ENSG00000215414" "PSMA6P1"
"2485171" "ENSG00000154620" "TMSB4Y"
"2485181" "ENSG00000241859" "ANOS2P"
"2485209" "ENSG00000129864" "VCY"
"2485219" "ENSG00000129862" "VCY1B"
"2485229" "ENSG00000235451" "PNPLA4P1"
"2485234" "ENSG00000223517" "AC010723.1"
"2485238" "ENSG00000165246" "NLGN4Y"
"2485351" "ENSG00000226555" "AGKP1"
"2485354" "ENSG00000228787" "NLGN4Y-AS1"
"2485360" "ENSG00000236131" "MED13P1"
"2485363" "ENSG00000227949" "CYCSP46"
"2485366" "ENSG00000224518" "AC006989.2"
"2485370" "ENSG00000234620" "PUDPP1"
"2485375" "ENSG00000227166" "STSP1"
"2485382" "ENSG00000252689" "SNORA20"
"2485385" "ENSG00000252173" "RNU6-109P"
"2485388" "ENSG00000252323" "RNU6-184P"
"2485391" "ENSG00000228518" "SURF6P1"
"2485394" "ENSG00000271595" "TCEB1P35"
"2485397" "ENSG00000224989" "FAM41AY1"
"2485406" "ENSG00000283076" "RP11-529I21.2"
"2485414" "ENSG00000228578" "TUBB1P2"
"2485420" "ENSG00000230663" "FAM224B"
"2485427" "ENSG00000252315" "RNA5SP520"
"2485430" "ENSG00000252012" "RNA5SP521"
"2485433" "ENSG00000273966" "pRNA"
"2485436" "ENSG00000238191" "CLUHP1"
"2485448" "ENSG00000226353" "TAF9P1"
"2485452" "ENSG00000275578" "RP11-357E16.1"
"2485456" "ENSG00000226449" "CDY5P"
"2485459" "ENSG00000225896" "AC007742.3"
"2485462" "ENSG00000224166" "PRYP1"
"2485467" "ENSG00000229129" "ACTG1P2"
"2485470" "ENSG00000250868" "XKRY"
"2485476" "ENSG00000223555" "USP9YP23"
"2485481" "ENSG00000235521" "USP9YP27"
"2485487" "ENSG00000252513" "RNU1-128P"
"2485490" "ENSG00000224964" "TRAPPC2P3"
"2485495" "ENSG00000226011" "OFD1P1Y"
"2485508" "ENSG00000225740" "TCEB1P6"
"2485511" "ENSG00000129873" "CDY2B"
"2485530" "ENSG00000229138" "CDY6P"
"2485534" "ENSG00000224485" "USP9YP7"
"2485538" "ENSG00000226116" "USP9YP6"
"2485545" "ENSG00000237558" "CDY7P"
"2485549" "ENSG00000233378" "USP9YP34"
"2485556" "ENSG00000237616" "USP9YP32"
"2485560" "ENSG00000224033" "CDY8P"
"2485564" "ENSG00000182415" "CDY2A"
"2485582" "ENSG00000230412" "TCEB1P12"
"2485585" "ENSG00000226611" "OFD1P2Y"
"2485597" "ENSG00000225895" "TRAPPC2P8"
"2485602" "ENSG00000233120" "USP9YP15"
"2485608" "ENSG00000252166" "RNU1-95P"
"2485611" "ENSG00000232744" "USP9YP16"
"2485616" "ENSG00000244646" "XKRY2"
"2485622" "ENSG00000229465" "ACTG1P11"
"2485625" "ENSG00000231311" "PRYP2"
"2485630" "ENSG00000236599" "TCEB1P26"
"2485633" "ENSG00000232899" "CDY9P"
"2485636" "ENSG00000229302" "TAF9P2"
"2485640" "ENSG00000228945" "CLUHP2"
"2485651" "ENSG00000233522" "FAM224A"
"2485658" "ENSG00000278391" "pRNA"
"2485661" "ENSG00000251953" "RNA5SP522"
"2485664" "ENSG00000252667" "RNA5SP523"
"2485667" "ENSG00000249726" "TUBB1P1"
"2485673" "ENSG00000282909" "RP11-157F24.1"
"2485681" "ENSG00000226362" "FAM41AY2"
"2485690" "ENSG00000225716" "TCEB1P13"
"2485693" "ENSG00000229406" "OFD1P4Y"
"2485706" "ENSG00000227494" "USP9YP14"
"2485712" "ENSG00000252209" "RNU1-48P"
"2485715" "ENSG00000249634" "USP9YP5"
"2485721" "ENSG00000251510" "AC022486.1"
"2485728" "ENSG00000238067" "XKRYP1"
"2485731" "ENSG00000233546" "PRYP5"
"2485734" "ENSG00000230377" "TCEB1P7"
"2485737" "ENSG00000250951" "USP9YP1"
"2485742" "ENSG00000172468" "HSFY1"
"2485789" "ENSG00000230458" "GPM6BP1"
"2485792" "ENSG00000131007" "TTTY9B"
"2485804" "ENSG00000240438" "OFD1P5Y"
"2485822" "ENSG00000235479" "RAB9AP4"
"2485825" "ENSG00000249606" "TRAPPC2P7"
"2485829" "ENSG00000242153" "OFD1P6Y"
"2485858" "ENSG00000169953" "HSFY2"
"2485901" "ENSG00000236429" "GPM6BP2"
"2485904" "ENSG00000249501" "USP9YP2"
"2485909" "ENSG00000228193" "TCEB1P14"
"2485912" "ENSG00000248573" "PRYP6"
"2485915" "ENSG00000230904" "XKRYP2"
"2485918" "ENSG00000238135" "USP9YP10"
"2485924" "ENSG00000224151" "USP9YP28"
"2485931" "ENSG00000251970" "RNU1-41P"
"2485934" "ENSG00000238088" "OFD1P7Y"
"2485947" "ENSG00000217179" "MTCYBP2"
"2485950" "ENSG00000176728" "TTTY14"
"2485977" "ENSG00000217896" "ZNF839P1"
"2485981" "ENSG00000185275" "CD24P4"
"2485984" "ENSG00000252766" "RNU6-255P"
"2485987" "ENSG00000274282" "RP11-118E9.1"
"2485991" "ENSG00000234529" "GAPDHP19"
"2485994" "ENSG00000215580" "BCORP1"
"2486028" "ENSG00000131002" "TXLNGY"
"2486101" "ENSG00000279335" "AC009977.1"
"2486107" "ENSG00000267793" "RP11-576C2.1"
"2486110" "ENSG00000260197" "RP11-424G14.1"
"2486113" "ENSG00000012817" "KDM5D"
"2486416" "ENSG00000274837" "RP11-356K22.1"
"2486419" "ENSG00000237997" "RCC2P2"
"2486423" "ENSG00000232522" "ZNF886P"
"2486428" "ENSG00000228764" "ZNF885P"
"2486433" "ENSG00000229236" "TTTY10"
"2486444" "ENSG00000277438" "KDM5DP1"
"2486447" "ENSG00000198692" "EIF1AY"
"2486497" "ENSG00000225624" "TBL1YP1"
"2486508" "ENSG00000280969" "RPS4Y2"
"2486526" "ENSG00000224482" "HSFY4P"
"2486530" "ENSG00000216844" "AC009494.3"
"2486533" "ENSG00000229551" "GAPDHP17"
"2486536" "ENSG00000226504" "TMEM167AP1"
"2486539" "ENSG00000254488" "RP11-65G9.1"
"2486544" "ENSG00000237427" "TOMM22P1"
"2486547" "ENSG00000232634" "NEFLP1"
"2486550" "ENSG00000226918" "AC010086.1"
"2486561" "ENSG00000183146" "PRORY"
"2486575" "ENSG00000223637" "RBMY2EP"
"2486590" "ENSG00000236615" "AC010086.5"
"2486593" "ENSG00000237269" "RBMY2TP"
"2486601" "ENSG00000235719" "AC010141.1"
"2486606" "ENSG00000169849" "TSPY14P"
"2486614" "ENSG00000169811" "RBMY1HP"
"2486626" "ENSG00000242393" "AC010141.4"
"2486633" "ENSG00000242875" "RBMY1B"
"2486717" "ENSG00000234414" "RBMY1A1"
"2486830" "ENSG00000228257" "AC010141.6"
"2486837" "ENSG00000227989" "AC010141.8"
"2486843" "ENSG00000184991" "TTTY13"
"2486851" "ENSG00000271123" "TCEB1P5"
"2486854" "ENSG00000226042" "CDY10P"
"2486857" "ENSG00000237023" "USP9YP3"
"2486865" "ENSG00000229416" "USP9YP8"
"2486870" "ENSG00000230029" "CDY11P"
"2486873" "ENSG00000277519" "OFD1P16Y"
"2486877" "ENSG00000229725" "AC007322.1"
"2486882" "ENSG00000244395" "RBMY1D"
"2486966" "ENSG00000251618" "AC007322.3"
"2486973" "ENSG00000242389" "RBMY1E"
"2487057" "ENSG00000227444" "AC007322.5"
"2487064" "ENSG00000226092" "RBMY2AP"
"2487074" "ENSG00000237968" "AC007322.7"
"2487081" "ENSG00000231159" "OFD1P8Y"
"2487092" "ENSG00000232475" "HSFY5P"
"2487096" "ENSG00000229553" "USP9YP17"
"2487103" "ENSG00000228850" "CDY12P"
"2487106" "ENSG00000232029" "TCEB1P15"
"2487109" "ENSG00000169807" "PRY2"
"2487142" "ENSG00000236951" "AC007359.6"
"2487162" "ENSG00000131548" "TTTY6B"
"2487167" "ENSG00000169800" "RBMY1F"
"2487236" "ENSG00000229159" "TSPY23P"
"2487243" "ENSG00000225615" "RBMY2UP"
"2487248" "ENSG00000229234" "RBMY1KP"
"2487254" "ENSG00000215560" "TTTY5"
"2487258" "ENSG00000229940" "TSPY22P"
"2487263" "ENSG00000243040" "RBMY2FP"
"2487279" "ENSG00000259247" "TTTY25P"
"2487283" "ENSG00000237902" "TSPY21P"
"2487290" "ENSG00000226941" "RBMY1J"
"2487332" "ENSG00000235059" "AC008175.1"
"2487352" "ENSG00000131538" "TTTY6"
"2487357" "ENSG00000169789" "PRY"
"2487390" "ENSG00000234131" "TCEB1P8"
"2487393" "ENSG00000224873" "CDY13P"
"2487396" "ENSG00000230814" "USP9YP24"
"2487403" "ENSG00000228571" "HSFY7P"
"2487407" "ENSG00000230476" "OFD1P9Y"
"2487418" "ENSG00000273589" "RP11-427G18.1"
"2487421" "ENSG00000224657" "RBMY2BP"
"2487436" "ENSG00000224917" "AC016694.2"
"2487443" "ENSG00000230727" "RBMY2WP"
"2487451" "ENSG00000228240" "TTTY17A"
"2487455" "ENSG00000276829" "RP11-473E1.1"
"2487459" "ENSG00000215537" "ZNF736P11Y"
"2487462" "ENSG00000226906" "TTTY4"
"2487468" "ENSG00000183753" "BPY2"
"2487525" "ENSG00000244000" "AC006366.3"
"2487528" "ENSG00000232764" "TRIM60P8Y"
"2487532" "ENSG00000233126" "ZNF736P3Y"
"2487537" "ENSG00000227251" "TRIM60P9Y"
"2487541" "ENSG00000188120" "DAZ1"
"2487779" "ENSG00000205944" "DAZ2"
"2488215" "ENSG00000205936" "PPP1R12BP2"
"2488222" "ENSG00000251925" "SNORA70"
"2488225" "ENSG00000225189" "REREP1Y"
"2488229" "ENSG00000230073" "AC009947.2"
"2488235" "ENSG00000215540" "RBMY2CP"
"2488250" "ENSG00000236647" "AC009947.5"
"2488257" "ENSG00000225466" "OFD1P10Y"
"2488268" "ENSG00000224169" "HSFY6P"
"2488273" "ENSG00000223407" "USP9YP18"
"2488280" "ENSG00000226873" "CDY14P"
"2488283" "ENSG00000227915" "TCEB1P16"
"2488286" "ENSG00000169763" "PRYP3"
"2488295" "ENSG00000236620" "XKRYP3"
"2488299" "ENSG00000224866" "USP9YP25"
"2488303" "ENSG00000232424" "USP9YP29"
"2488310" "ENSG00000252681" "RNU1-97P"
"2488313" "ENSG00000232910" "RAB9AP1"
"2488316" "ENSG00000232845" "TRAPPC2P9"
"2488321" "ENSG00000237302" "OFD1P11Y"
"2488334" "ENSG00000231540" "TCEB1P9"
"2488337" "ENSG00000223362" "CDY15P"
"2488340" "ENSG00000231026" "XKRYP4"
"2488343" "ENSG00000224571" "USP9YP13"
"2488347" "ENSG00000226369" "USP9YP11"
"2488353" "ENSG00000280961" "TTTY3B"
"2488358" "ENSG00000227871" "USP9YP12"
"2488364" "ENSG00000251917" "RNU1-86P"
"2488367" "ENSG00000231423" "RAB9AP5"
"2488371" "ENSG00000228465" "TRAPPC2P10"
"2488376" "ENSG00000232585" "OFD1P12Y"
"2488389" "ENSG00000234081" "TCEB1P10"
"2488392" "ENSG00000172352" "CDY1B"
"2488409" "ENSG00000231375" "CDY17P"
"2488413" "ENSG00000237467" "USP9YP35"
"2488417" "ENSG00000229250" "USP9YP31"
"2488424" "ENSG00000232205" "CDY18P"
"2488428" "ENSG00000235981" "AC023274.4"
"2488436" "ENSG00000223698" "GOLGA6L11P"
"2488447" "ENSG00000242854" "DNM1P24"
"2488452" "ENSG00000230977" "AC023274.6"
"2488455" "ENSG00000244231" "CSPG4P2Y"
"2488459" "ENSG00000172342" "CSPG4P3Y"
"2488463" "ENSG00000279287" "AC012005.2"
"2488477" "ENSG00000239533" "GOLGA2P2Y"
"2488502" "ENSG00000274234" "RN7SL818P"
"2488505" "ENSG00000225491" "UBE2Q2P4Y"
"2488509" "ENSG00000224827" "LINC00265-2P"
"2488512" "ENSG00000233740" "CICP2"
"2488517" "ENSG00000248792" "LINC00266-2P"
"2488522" "ENSG00000279274" "AC012005.1"
"2488530" "ENSG00000234399" "RBMY2XP"
"2488538" "ENSG00000227439" "TTTY17B"
"2488542" "ENSG00000224210" "TRIM60P5Y"
"2488546" "ENSG00000232003" "ZNF736P12Y"
"2488549" "ENSG00000235412" "TTTY4B"
"2488555" "ENSG00000183795" "BPY2B"
"2488612" "ENSG00000240566" "AC010153.3"
"2488615" "ENSG00000232976" "TRIM60P10Y"
"2488619" "ENSG00000226270" "ZNF736P2Y"
"2488622" "ENSG00000227837" "TRIM60P11Y"
"2488626" "ENSG00000187191" "DAZ3"
"2488746" "ENSG00000205916" "DAZ4"
"2489082" "ENSG00000278602" "RP11-539D10.1"
"2489086" "ENSG00000223978" "ZNF736P1Y"
"2489089" "ENSG00000278197" "RP11-539D10.2"
"2489093" "ENSG00000230819" "ZNF736P5Y"
"2489096" "ENSG00000185894" "BPY2C"
"2489153" "ENSG00000228296" "TTTY4C"
"2489159" "ENSG00000236379" "ZNF736P4Y"
"2489162" "ENSG00000274899" "RP11-566H16.1"
"2489166" "ENSG00000223641" "TTTY17C"
"2489170" "ENSG00000227633" "RBMY2YP"
"2489178" "ENSG00000279115" "AC006386.1"
"2489186" "ENSG00000228786" "LINC00266-4P"
"2489196" "ENSG00000233652" "CICP1"
"2489200" "ENSG00000233944" "LINC00265-3P"
"2489203" "ENSG00000223636" "UBE2Q2P5Y"
"2489207" "ENSG00000172297" "GOLGA2P3Y"
"2489223" "ENSG00000278242" "RN7SL725P"
"2489226" "ENSG00000280301" "AC006328.1"
"2489240" "ENSG00000172294" "CSPG4P4Y"
"2489244" "ENSG00000240450" "CSPG4P1Y"
"2489248" "ENSG00000239304" "DNM1P48"
"2489252" "ENSG00000233619" "AC006328.9"
"2489255" "ENSG00000197092" "GOLGA6L16P"
"2489266" "ENSG00000235583" "AC007562.1"
"2489274" "ENSG00000237823" "CDY19P"
"2489278" "ENSG00000229709" "USP9YP36"
"2489285" "ENSG00000232064" "USP9YP33"
"2489289" "ENSG00000225609" "CDY20P"
"2489293" "ENSG00000172288" "CDY1"
"2489310" "ENSG00000270535" "TCEB1P34"
"2489313" "ENSG00000225287" "OFD1P13Y"
"2489326" "ENSG00000225256" "TRAPPC2P5"
"2489331" "ENSG00000223856" "RAB9AP2"
"2489335" "ENSG00000235004" "USP9YP30"
"2489340" "ENSG00000252426" "RNU1-107P"
"2489343" "ENSG00000231141" "TTTY3"
"2489348" "ENSG00000232614" "USP9YP9"
"2489354" "ENSG00000225326" "USP9YP19"
"2489358" "ENSG00000223406" "XKRYP5"
"2489361" "ENSG00000229343" "CDY22P"
"2489364" "ENSG00000232695" "TCEB1P17"
"2489367" "ENSG00000235511" "OFD1P18Y"
"2489377" "ENSG00000232914" "TRAPPC2P4"
"2489382" "ENSG00000223655" "RAB9AP3"
"2489385" "ENSG00000230854" "USP9YP20"
"2489392" "ENSG00000252625" "RNU1-40P"
"2489395" "ENSG00000227635" "USP9YP21"
"2489399" "ENSG00000237546" "XKRYP6"
"2489403" "ENSG00000172283" "PRYP4"
"2489408" "ENSG00000227867" "TCEB1P11"
"2489411" "ENSG00000231716" "CDY23P"
"2489414" "ENSG00000234744" "USP9YP26"
"2489420" "ENSG00000233156" "HSFY8P"
"2489424" "ENSG00000234888" "OFD1P15Y"
"2489434" "ENSG00000215507" "RBMY2DP"
"2489449" "ENSG00000235014" "REREP2Y"
"2489453" "ENSG00000225876" "AC024067.1"
"2489456" "ENSG00000251796" "SNORA70"
"2489459" "ENSG00000229238" "PPP1R12BP1"
"2489474" "ENSG00000252948" "RNU6-1314P"
"2489477" "ENSG00000233843" "CYCSP48"
"2489481" "ENSG00000188399" "ANKRD36P1"
"2489488" "ENSG00000277146" "RP11-557B9.1"
"2489491" "ENSG00000215506" "TPTE2P4"
"2489513" "ENSG00000224240" "CYCSP49"
"2489516" "ENSG00000227629" "SLC25A15P1"
"2489521" "ENSG00000237917" "PARP4P1"
"2489536" "ENSG00000231514" "FAM58CP"
"2489539" "ENSG00000235857" "CTBP2P1"
"2489542" "ENSG00000277248" "U2"
"2489545" "ENSG00000283047" "FRG1FP"
"2489556" "ENSG00000280363" "CU104787.1"
"2489562" "ENSG00000279973" "BAGE5"
"2489570" "ENSG00000226444" "ACTR3BP6"
"2489574" "ENSG00000276871" "5_8S_rRNA"
"2489577" "ENSG00000283023" "FRG1GP"
"2489588" "ENSG00000276138" "U6"
"2489591" "ENSG00000280341" "LA16c-60D12.1"
"2489594" "ENSG00000236235" "LA16c-13E4.3"
"2489601" "ENSG00000279442" "LA16c-60D12.2"
"2489604" "ENSG00000184624" "ZNF72P"
"2489609" "ENSG00000236097" "BNIP3P2"
"2489612" "ENSG00000236831" "YME1L1P1"
"2489617" "ENSG00000130538" "OR11H1"
"2489624" "ENSG00000237299" "LA16c-60G3.6"
"2489630" "ENSG00000235759" "ARHGAP42P3"
"2489635" "ENSG00000233408" "LA16c-23H5.4"
"2489640" "ENSG00000215268" "LA16c-60G3.8"
"2489643" "ENSG00000213727" "LA16c-60G3.7"
"2489646" "ENSG00000230643" "LA16c-60G3.5"
"2489649" "ENSG00000230471" "LA16c-2F2.8"
"2489654" "ENSG00000231565" "NEK2P2"
"2489657" "ENSG00000226474" "LA16c-2F2.5"
"2489660" "ENSG00000224435" "NF1P6"
"2489673" "ENSG00000234381" "MED15P7"
"2489682" "ENSG00000198062" "POTEH"
"2489765" "ENSG00000236666" "POTEH-AS1"
"2489769" "ENSG00000212216" "RNU6-816P"
"2489772" "ENSG00000241838" "LA16c-3G11.7"
"2489775" "ENSG00000225255" "LINC01297"
"2489784" "ENSG00000235992" "GRAMD4P2"
"2489788" "ENSG00000206195" "DUXAP8"
"2489827" "ENSG00000271127" "LL22NC03-N64E9.1"
"2489830" "ENSG00000232775" "BMS1P22"
"2489842" "ENSG00000272872" "LL22NC03-N14H11.1"
"2489845" "ENSG00000271672" "DUXAP8"
"2489848" "ENSG00000223875" "NBEAP3"
"2489855" "ENSG00000215270" "LA16c-60H5.7"
"2489858" "ENSG00000229286" "LA16c-4G1.4"
"2489861" "ENSG00000233866" "LA16c-4G1.3"
"2489865" "ENSG00000278188" "U6"
"2489868" "ENSG00000225293" "ABCD1P4"
"2489874" "ENSG00000226160" "LA16c-17H1.3"
"2489877" "ENSG00000229658" "PABPC1P9"
"2489883" "ENSG00000227367" "SLC9B1P4"
"2489894" "ENSG00000280263" "ACTR3BP2"
"2489897" "ENSG00000235969" "CHEK2P4"
"2489902" "ENSG00000273362" "KB-67B5.17"
"2489907" "ENSG00000233995" "KB-67B5.12"
"2489914" "ENSG00000239435" "KCNMB3P1"
"2489922" "ENSG00000198445" "CCT8L2"
"2489930" "ENSG00000240122" "FABP5P11"
"2489933" "ENSG00000100181" "TPTEP1"
"2489976" "ENSG00000283633" "AC005301.9"
"2489992" "ENSG00000267338" "KB-7G2.9"
"2489996" "ENSG00000249288" "SLC25A15P5"
"2490000" "ENSG00000249263" "PARP4P3"
"2490004" "ENSG00000189295" "ANKRD62P1-PARP4P3"
"2490020" "ENSG00000259271" "ANKRD62P1"
"2490028" "ENSG00000273244" "KB-7G2.8"
"2490037" "ENSG00000241717" "VWFP1"
"2490051" "ENSG00000235343" "AC005301.8"
"2490055" "ENSG00000172967" "XKR3"
"2490069" "ENSG00000229027" "HSFY1P1"
"2490076" "ENSG00000234121" "GPM6BP3"
"2490079" "ENSG00000283535" "AC007064.29"
