"Ensembl" "Entrez"
"2460634" "ENSG00000213822" "CEACAM18"
"2460652" "ENSG00000254521" "SIGLEC12"
"2460712" "ENSG00000268839" "CTD-3073N11.7"
"2460715" "ENSG00000269580" "SIGLEC27P"
"2460719" "ENSG00000105492" "SIGLEC6"
"2460849" "ENSG00000268777" "CTD-3073N11.9"
"2460853" "ENSG00000269130" "SIGLEC28P"
"2460857" "ENSG00000268267" "SIGLEC29P"
"2460860" "ENSG00000105497" "ZNF175"
"2460913" "ENSG00000269388" "AC018755.16"
"2460924" "ENSG00000267808" "AC018755.17"
"2460927" "ENSG00000105501" "SIGLEC5"
"2460953" "ENSG00000268500" "AC018755.18"
"2461000" "ENSG00000244071" "RPL9P33"
"2461003" "ENSG00000273837" "LLNLR-470E3.1"
"2461006" "ENSG00000254415" "SIGLEC14"
"2461032" "ENSG00000243469" "RPL7P51"
"2461035" "ENSG00000269959" "SPACA6P-AS"
"2461039" "ENSG00000207550" "MIR99B"
"2461042" "ENSG00000198972" "MIRLET7E"
"2461045" "ENSG00000208008" "MIR125A"
"2461048" "ENSG00000182310" "SPACA6"
"2461136" "ENSG00000105509" "HAS1"
"2461201" "ENSG00000171051" "FPR1"
"2461238" "ENSG00000171049" "FPR2"
"2461295" "ENSG00000187474" "FPR3"
"2461314" "ENSG00000268316" "AC006272.2"
"2461318" "ENSG00000269483" "LLNLF-191C12.1"
"2461322" "ENSG00000283236" "AC074141.3"
"2461325" "ENSG00000161551" "ZNF577"
"2461345" "ENSG00000283617" "AC074141.1"
"2461357" "ENSG00000268095" "ZNF649-AS1"
"2461362" "ENSG00000198093" "ZNF649"
"2461433" "ENSG00000283285" "CTC-429C10.7"
"2461438" "ENSG00000176024" "ZNF613"
"2461516" "ENSG00000269235" "ZNF350-AS1"
"2461524" "ENSG00000256683" "ZNF350"
"2461605" "ENSG00000197619" "ZNF615"
"2461817" "ENSG00000142556" "ZNF614"
"2461876" "ENSG00000256087" "ZNF432"
"2461956" "ENSG00000275055" "CTC-471J1.11"
"2461959" "ENSG00000260160" "CTC-471J1.2"
"2461963" "ENSG00000197608" "ZNF841"
"2462039" "ENSG00000270248" "CTC-471J1.10"
"2462042" "ENSG00000204611" "ZNF616"
"2462108" "ENSG00000267827" "CTC-471J1.8"
"2462121" "ENSG00000268458" "CTC-471J1.9"
"2462125" "ENSG00000243680" "RPL37P23"
"2462128" "ENSG00000196267" "ZNF836"
"2462189" "ENSG00000267927" "CTD-2525I3.2"
"2462193" "ENSG00000105568" "PPP2R1A"
"2462350" "ENSG00000274380" "MIR6801"
"2462353" "ENSG00000268015" "CTD-2525I3.3"
"2462364" "ENSG00000277562" "CTD-2525I3.8"
"2462367" "ENSG00000207265" "Y_RNA"
"2462370" "ENSG00000196214" "ZNF766"
"2462476" "ENSG00000208002" "MIR643"
"2462479" "ENSG00000269102" "CTD-2525I3.5"
"2462483" "ENSG00000198464" "ZNF480"
"2462566" "ENSG00000269535" "CTD-2525I3.6"
"2462575" "ENSG00000167554" "ZNF610"
"2462686" "ENSG00000221923" "ZNF880"
"2462755" "ENSG00000269834" "ZNF528-AS1"
"2462774" "ENSG00000277977" "CTD-3018O17.5"
"2462777" "ENSG00000167555" "ZNF528"
"2462922" "ENSG00000269776" "DPPA5P1"
"2462925" "ENSG00000198633" "ZNF534"
"2462989" "ENSG00000258405" "ZNF578"
"2463032" "ENSG00000278543" "CTD-3018O17.6"
"2463035" "ENSG00000269349" "CTD-3099C6.5"
"2463039" "ENSG00000198482" "ZNF808"
"2463123" "ENSG00000167562" "ZNF701"
"2463199" "ENSG00000242255" "RPL39P34"
"2463202" "ENSG00000268886" "CTD-3099C6.7"
"2463206" "ENSG00000123870" "ZNF137P"
"2463214" "ENSG00000167766" "ZNF83"
"2463434" "ENSG00000268970" "CTD-3099C6.11"
"2463438" "ENSG00000269825" "CTD-3099C6.9"
"2463441" "ENSG00000213020" "ZNF611"
"2463682" "ENSG00000189190" "ZNF600"
"2463707" "ENSG00000198538" "ZNF28"
"2463785" "ENSG00000255875" "CTD-2102P23.1"
"2463788" "ENSG00000204604" "ZNF468"
"2463878" "ENSG00000268225" "CTD-2331H12.5"
"2463882" "ENSG00000182986" "ZNF320"
"2464010" "ENSG00000283695" "CTD-2331H12.9"
"2464013" "ENSG00000283088" "CTD-2331H12.8"
"2464033" "ENSG00000213793" "ZNF888"
"2464039" "ENSG00000269646" "CTD-2331H12.7"
"2464043" "ENSG00000213801" "ZNF321P"
"2464049" "ENSG00000221874" "ZNF816-ZNF321P"
"2464063" "ENSG00000180257" "ZNF816"
"2464164" "ENSG00000269082" "CTD-2620I22.1"
"2464170" "ENSG00000242779" "ZNF702P"
"2464225" "ENSG00000268282" "CTD-2620I22.2"
"2464228" "ENSG00000267943" "CTD-2620I22.3"
"2464232" "ENSG00000269526" "ERVV-1"
"2464240" "ENSG00000268964" "ERVV-2"
"2464250" "ENSG00000170949" "ZNF160"
"2464410" "ENSG00000170954" "ZNF415"
"2464715" "ENSG00000197937" "ZNF347"
"2464807" "ENSG00000197497" "ZNF665"
"2464847" "ENSG00000268842" "CTD-2245F17.2"
"2464851" "ENSG00000269001" "CTD-2245F17.3"
"2464865" "ENSG00000267809" "NDUFV2P1"
"2464868" "ENSG00000197928" "ZNF677"
"2464988" "ENSG00000269288" "CTD-2245F17.6"
"2464992" "ENSG00000196131" "VN1R2"
"2465003" "ENSG00000228567" "VN1R4"
"2465011" "ENSG00000269758" "CTD-2245F17.9"
"2465016" "ENSG00000189348" "FAM90A27P"
"2465026" "ENSG00000163098" "BIRC8"
"2465034" "ENSG00000269118" "FAM90A28P"
"2465045" "ENSG00000174677" "VN1R6P"
"2465048" "ENSG00000203326" "ZNF525"
"2465131" "ENSG00000213799" "ZNF845"
"2465171" "ENSG00000241069" "CTD-3141N22.1"
"2465174" "ENSG00000196417" "ZNF765"
"2465265" "ENSG00000239912" "RPL39P36"
"2465268" "ENSG00000249435" "CTD-2224J9.7"
"2465271" "ENSG00000241015" "TPM3P9"
"2465277" "ENSG00000160336" "ZNF761"
"2465341" "ENSG00000198346" "ZNF813"
"2465377" "ENSG00000250731" "TPM3P6"
"2465380" "ENSG00000241434" "CTD-2224J9.4"
"2465383" "ENSG00000213777" "CTD-2224J9.8"
"2465393" "ENSG00000274892" "CTB-167G5.7"
"2465396" "ENSG00000130844" "ZNF331"
"2465687" "ENSG00000268864" "CTB-167G5.6"
"2465703" "ENSG00000269608" "CTB-167G5.3"
"2465706" "ENSG00000242668" "RN7SL317P"
"2465709" "ENSG00000204595" "DPRX"
"2465721" "ENSG00000200393" "RNU6-698P"
"2465724" "ENSG00000270347" "CTC-339O9.2"
"2465728" "ENSG00000207645" "MIR512-1"
"2465731" "ENSG00000207644" "MIR512-2"
"2465734" "ENSG00000221017" "MIR1323"
"2465737" "ENSG00000207869" "MIR498"
"2465740" "ENSG00000207599" "MIR520E"
"2465743" "ENSG00000207616" "MIR515-1"
"2465746" "ENSG00000207810" "MIR519E"
"2465749" "ENSG00000283540" "MIR520F"
"2465752" "ENSG00000207615" "MIR515-2"
"2465755" "ENSG00000207788" "MIR519C"
"2465758" "ENSG00000221421" "MIR1283-1"
"2465761" "ENSG00000207594" "MIR520A"
"2465764" "ENSG00000207580" "MIR526B"
"2465767" "ENSG00000207825" "MIR519B"
"2465770" "ENSG00000207711" "MIR525"
"2465773" "ENSG00000283455" "MIR523"
"2465776" "ENSG00000207706" "MIR518F"
"2465779" "ENSG00000207722" "MIR520B"
"2465782" "ENSG00000207862" "MIR518B"
"2465785" "ENSG00000207629" "MIR526A1"
"2465788" "ENSG00000207738" "MIR520C"
"2465791" "ENSG00000283490" "MIR518C"
"2465794" "ENSG00000283289" "MIR524"
"2465797" "ENSG00000207734" "MIR517A"
"2465800" "ENSG00000207981" "MIR519D"
"2465803" "ENSG00000207549" "MIR521-2"
"2465806" "ENSG00000251843" "RNU6-803P"
"2465809" "ENSG00000207735" "MIR520D"
"2465812" "ENSG00000207837" "MIR517B"
"2465815" "ENSG00000207799" "MIR520G"
"2465818" "ENSG00000207925" "MIR516B2"
"2465821" "ENSG00000211532" "MIR526A2"
"2465824" "ENSG00000207987" "MIR518E"
"2465827" "ENSG00000207803" "MIR518A1"
"2465830" "ENSG00000252734" "RNU6-980P"
"2465833" "ENSG00000283330" "MIR518D"
"2465836" "ENSG00000207946" "MIR516B1"
"2465839" "ENSG00000207699" "MIR518A2"
"2465842" "ENSG00000207838" "MIR517C"
"2465845" "ENSG00000207861" "MIR520H"
"2465848" "ENSG00000252025" "RNU6-982P"
"2465851" "ENSG00000207634" "MIR521-1"
"2465854" "ENSG00000252191" "RNU6-751P"
"2465857" "ENSG00000283685" "MIR522"
"2465860" "ENSG00000207992" "MIR519A1"
"2465863" "ENSG00000207979" "MIR527"
"2465866" "ENSG00000207767" "MIR516A1"
"2465869" "ENSG00000221548" "MIR1283-2"
"2465872" "ENSG00000252063" "RNU6-1041P"
"2465875" "ENSG00000207620" "MIR516A2"
"2465878" "ENSG00000269842" "MIR519A2"
"2465883" "ENSG00000252979" "RNU6-165P"
"2465886" "ENSG00000237589" "HMGN1P32"
"2465890" "ENSG00000229000" "SEPT7P8"
"2465893" "ENSG00000238150" "AC008753.3"
"2465896" "ENSG00000269877" "MIR371B"
"2465902" "ENSG00000199031" "MIR371A"
"2465905" "ENSG00000199095" "MIR372"
"2465908" "ENSG00000199143" "MIR373"
"2465911" "ENSG00000269564" "AC008753.4"
"2465914" "ENSG00000142405" "NLRP12"
"2466038" "ENSG00000228323" "AC008753.6"
"2466044" "ENSG00000232324" "AC008440.10"
"2466049" "ENSG00000179820" "MYADM"
"2466137" "ENSG00000232220" "AC008440.5"
"2466141" "ENSG00000126583" "PRKCG"
"2466230" "ENSG00000105605" "CACNG7"
"2466280" "ENSG00000142408" "CACNG8"
"2466296" "ENSG00000130433" "CACNG6"
"2466328" "ENSG00000276206" "CTD-3093M3.1"
"2466331" "ENSG00000189068" "VSTM1"
"2466443" "ENSG00000248385" "TARM1"
"2466474" "ENSG00000170909" "OSCAR"
"2466637" "ENSG00000170906" "NDUFA3"
"2466796" "ENSG00000105619" "TFPT"
"2466863" "ENSG00000105618" "PRPF31"
"2467040" "ENSG00000237017" "AC012314.8"
"2467046" "ENSG00000088038" "CNOT3"
"2467258" "ENSG00000105617" "LENG1"
"2467272" "ENSG00000167608" "TMC4"
"2467397" "ENSG00000125505" "MBOAT7"
"2467564" "ENSG00000170892" "TSEN34"
"2467651" "ENSG00000223660" "AC012314.20"
"2467655" "ENSG00000170889" "RPS9"
"2467815" "ENSG00000224579" "AC012314.19"
"2467818" "ENSG00000204577" "LILRB3"
"2467980" "ENSG00000269524" "CTB-83J4.1"
"2467983" "ENSG00000235081" "AC010492.2"
"2467987" "ENSG00000244482" "LILRA6"
"2468056" "ENSG00000249189" "AC010492.4"
"2468061" "ENSG00000105609" "LILRB5"
"2468170" "ENSG00000212314" "RNU6-1307P"
"2468173" "ENSG00000240296" "AC010492.5"
"2468177" "ENSG00000131042" "LILRB2"
"2468373" "ENSG00000264703" "MIR4752"
"2468376" "ENSG00000240197" "AC010518.3"
"2468380" "ENSG00000276758" "AC010518.2"
"2468383" "ENSG00000251431" "AC008984.5"
"2468388" "ENSG00000234436" "AC008984.7"
"2468392" "ENSG00000187116" "LILRA5"
"2468443" "ENSG00000275210" "AC008984.2"
"2468453" "ENSG00000249654" "VN1R104P"
"2468456" "ENSG00000250507" "AC008984.6"
"2468463" "ENSG00000239961" "LILRA4"
"2468494" "ENSG00000167613" "LAIR1"
"2468787" "ENSG00000237955" "AC008746.10"
"2468790" "ENSG00000167614" "TTYH1"
"2469018" "ENSG00000227407" "AC008746.3"
"2469022" "ENSG00000268496" "CTD-2587H19.2"
"2469025" "ENSG00000269873" "CTD-2587H19.3"
"2469028" "ENSG00000267838" "AC008746.12"
"2469031" "ENSG00000226696" "LENG8-AS1"
"2469042" "ENSG00000235681" "AC008746.5"
"2469045" "ENSG00000167615" "LENG8"
"2469235" "ENSG00000275183" "LENG9"
"2469243" "ENSG00000167617" "CDC42EP5"
"2469257" "ENSG00000167618" "LAIR2"
"2469302" "ENSG00000213016" "AC008746.9"
"2469305" "ENSG00000104970" "KIR3DX1"
"2469435" "ENSG00000235181" "AC009892.2"
"2469438" "ENSG00000239998" "LILRA2"
"2469564" "ENSG00000104974" "LILRA1"
"2469655" "ENSG00000269271" "CTB-83J4.2"
"2469658" "ENSG00000238094" "AC009892.5"
"2469662" "ENSG00000104972" "LILRB1"
"2469958" "ENSG00000224730" "AC009892.10"
"2469962" "ENSG00000186818" "LILRB4"
"2470158" "ENSG00000277636" "MIR8061"
"2470161" "ENSG00000242856" "VN1R105P"
"2470164" "ENSG00000237323" "AC009892.9"
"2470167" "ENSG00000225370" "AC011515.2"
"2470172" "ENSG00000186152" "LILRP1"
"2470181" "ENSG00000228790" "AC098784.1"
"2470184" "ENSG00000170858" "LILRP2"
"2470200" "ENSG00000242019" "KIR3DL3"
"2470222" "ENSG00000215765" "CTB-61M7.1"
"2470230" "ENSG00000243772" "KIR2DL3"
"2470252" "ENSG00000242473" "KIR2DP1"
"2470263" "ENSG00000125498" "KIR2DL1"
"2470308" "ENSG00000264257" "KIR3DP1"
"2470313" "ENSG00000189013" "KIR2DL4"
"2470455" "ENSG00000167633" "KIR3DL1"
"2470544" "ENSG00000221957" "KIR2DS4"
"2470578" "ENSG00000240403" "KIR3DL2"
"2470622" "ENSG00000199308" "RNU6-222P"
"2470625" "ENSG00000186431" "FCAR"
"2470767" "ENSG00000268734" "CTB-61M7.2"
"2470770" "ENSG00000189430" "NCR1"
"2470882" "ENSG00000167634" "NLRP7"
"2471070" "ENSG00000275012" "CTC-550B14.10"
"2471073" "ENSG00000022556" "NLRP2"
"2471421" "ENSG00000243494" "CTC-550B14.1"
"2471425" "ENSG00000267265" "CTC-550B14.7"
"2471440" "ENSG00000088053" "GP6"
"2471515" "ENSG00000267149" "CTC-550B14.6"
"2471523" "ENSG00000160439" "RDH13"
"2471728" "ENSG00000131037" "EPS8L1"
"2472015" "ENSG00000125503" "PPP1R12C"
"2472203" "ENSG00000267507" "CTD-2587H24.1"
"2472208" "ENSG00000275863" "MIR7975"
"2472211" "ENSG00000105048" "TNNT1"
"2472600" "ENSG00000129991" "TNNI3"
"2472676" "ENSG00000267110" "CTD-2587H24.4"
"2472698" "ENSG00000167646" "DNAAF3"
"2472943" "ENSG00000267577" "CTD-2587H24.5"
"2472950" "ENSG00000239137" "snoU13"
"2472953" "ENSG00000129990" "SYT5"
"2473087" "ENSG00000080031" "PTPRH"
"2473204" "ENSG00000267649" "CTD-2587H24.10"
"2473210" "ENSG00000180089" "TMEM86B"
"2473227" "ENSG00000276570" "CTD-2587H24.14"
"2473230" "ENSG00000105063" "PPP6R1"
"2473372" "ENSG00000275519" "MIR6804"
"2473375" "ENSG00000278328" "MIR6802"
"2473378" "ENSG00000278264" "MIR6803"
"2473381" "ENSG00000133265" "HSPBP1"
"2473507" "ENSG00000160469" "BRSK1"
"2473688" "ENSG00000268729" "CTD-2105E13.14"
"2473692" "ENSG00000180061" "TMEM150B"
"2473802" "ENSG00000276831" "CTD-2105E13.16"
"2473805" "ENSG00000133247" "KMT5C"
"2473924" "ENSG00000160471" "COX6B2"
"2474024" "ENSG00000267706" "CTD-2105E13.6"
"2474044" "ENSG00000180043" "FAM71E2"
"2474095" "ENSG00000095752" "IL11"
"2474148" "ENSG00000160472" "TMEM190"
"2474164" "ENSG00000269275" "CTD-2105E13.15"
"2474167" "ENSG00000233493" "TMEM238"
"2474177" "ENSG00000108107" "RPL28"
"2474307" "ENSG00000108106" "UBE2S"
"2474349" "ENSG00000187902" "SHISA7"
"2474375" "ENSG00000063241" "ISOC2"
"2474463" "ENSG00000283567" "CTD-2537I9.19"
"2474473" "ENSG00000279063" "CTD-2537I9.15"
"2474476" "ENSG00000269859" "CTD-2537I9.16"
"2474479" "ENSG00000197483" "ZNF628"
"2474502" "ENSG00000090971" "NAT14"
"2474545" "ENSG00000179954" "SSC5D"
"2474632" "ENSG00000187550" "SBK2"
"2474655" "ENSG00000231274" "SBK3"
"2474675" "ENSG00000218891" "ZNF579"
"2474692" "ENSG00000179943" "FIZ1"
"2474738" "ENSG00000171443" "ZNF524"
"2474762" "ENSG00000261221" "ZNF865"
"2474777" "ENSG00000276488" "CTD-2537I9.18"
"2474780" "ENSG00000179922" "ZNF784"
"2474799" "ENSG00000213015" "ZNF580"
"2474846" "ENSG00000171425" "ZNF581"
"2474881" "ENSG00000173581" "CCDC106"
"2474994" "ENSG00000063244" "U2AF2"
"2475117" "ENSG00000267523" "CTD-2537I9.12"
"2475124" "ENSG00000267096" "CTD-2537I9.13"
"2475128" "ENSG00000063245" "EPN1"
"2475229" "ENSG00000267117" "AC010525.4"
"2475232" "ENSG00000267689" "AC010525.5"
"2475235" "ENSG00000268593" "CTD-2611O12.6"
"2475238" "ENSG00000185792" "NLRP9"
"2475282" "ENSG00000222524" "RN7SKP109"
"2475285" "ENSG00000223638" "RFPL4A"
"2475296" "ENSG00000229292" "RFPL4AL1"
"2475307" "ENSG00000255238" "RFPL4AP1"
"2475311" "ENSG00000179873" "NLRP11"
"2475448" "ENSG00000160505" "NLRP4"
"2475521" "ENSG00000173572" "NLRP13"
"2475576" "ENSG00000179709" "NLRP8"
"2475625" "ENSG00000171487" "NLRP5"
"2475705" "ENSG00000267522" "CTD-2621I17.6"
"2475711" "ENSG00000142409" "ZNF787"
"2475739" "ENSG00000223060" "Y_RNA"
"2475742" "ENSG00000279959" "CTD-2621I17.8"
"2475745" "ENSG00000167685" "ZNF444"
"2475846" "ENSG00000279794" "CTD-2621I17.3"
"2475849" "ENSG00000197487" "GALP"
"2475889" "ENSG00000197213" "ZSCAN5B"
"2475937" "ENSG00000204532" "ZSCAN5C"
"2475964" "ENSG00000242411" "CTD-2086L14.1"
"2475967" "ENSG00000131848" "ZSCAN5A"
"2476107" "ENSG00000267908" "ZSCAN5DP"
"2476113" "ENSG00000267710" "AC006116.20"
"2476203" "ENSG00000267298" "AC006116.19"
"2476206" "ENSG00000267549" "AC006116.17"
"2476217" "ENSG00000200646" "Y_RNA"
"2476220" "ENSG00000213014" "VN2R17P"
"2476223" "ENSG00000266907" "AC006116.22"
"2476227" "ENSG00000267145" "AC006116.14"
"2476230" "ENSG00000266932" "AC006116.13"
"2476233" "ENSG00000267429" "AC006116.15"
"2476236" "ENSG00000267606" "AC006116.21"
"2476249" "ENSG00000240225" "ZNF542P"
"2476325" "ENSG00000018869" "ZNF582"
"2476422" "ENSG00000267776" "AC006116.24"
"2476425" "ENSG00000267459" "AC006116.27"
"2476428" "ENSG00000267781" "SLC25A36P1"
"2476431" "ENSG00000267192" "AC006116.12"
"2476435" "ENSG00000267454" "ZNF582-AS1"
"2476456" "ENSG00000198440" "ZNF583"
"2476529" "ENSG00000198046" "ZNF667"
"2476635" "ENSG00000166770" "ZNF667-AS1"
"2476667" "ENSG00000279405" "AC098795.1"
"2476671" "ENSG00000276578" "LLNLR-285B5.1"
"2476677" "ENSG00000196263" "ZNF471"
"2476722" "ENSG00000267224" "AC005498.4"
"2476725" "ENSG00000267421" "AC005498.3"
"2476744" "ENSG00000196867" "ZFP28"
"2476806" "ENSG00000269696" "AC007228.11"
"2476810" "ENSG00000197016" "ZNF470"
"2476874" "ENSG00000268847" "SIGLEC31P"
"2476878" "ENSG00000197951" "ZNF71"
"2476905" "ENSG00000268036" "AC007228.8"
"2476908" "ENSG00000268182" "SMIM17"
"2476933" "ENSG00000127903" "ZNF835"
"2476950" "ENSG00000268352" "AC007228.5"
"2476954" "ENSG00000268568" "AC007228.9"
"2476957" "ENSG00000269793" "ZIM2-AS1"
"2476981" "ENSG00000268067" "OR5AH1P"
"2476984" "ENSG00000269699" "ZIM2"
"2477170" "ENSG00000268407" "AC006115.6"
"2477173" "ENSG00000198300" "PEG3"
"2477321" "ENSG00000268654" "MIMT1"
"2477327" "ENSG00000274777" "AC004792.1"
"2477330" "ENSG00000269786" "CTC-258N23.3"
"2477333" "ENSG00000268483" "RPL7AP69"
"2477336" "ENSG00000274219" "CTC-360J11.7"
"2477339" "ENSG00000131864" "USP29"
"2477382" "ENSG00000141946" "ZIM3"
"2477398" "ENSG00000270293" "CTC-360J11.5"
"2477401" "ENSG00000270790" "CTC-360J11.6"
"2477404" "ENSG00000258873" "DUXA"
"2477421" "ENSG00000268379" "CTC-360J11.4"
"2477426" "ENSG00000083844" "ZNF264"
"2477493" "ENSG00000105146" "AURKC"
"2477633" "ENSG00000204524" "ZNF805"
"2477656" "ENSG00000268713" "CTC-444N24.8"
"2477659" "ENSG00000267871" "CTC-444N24.6"
"2477669" "ENSG00000197714" "ZNF460"
"2477701" "ENSG00000279541" "CTC-444N24.7"
"2477704" "ENSG00000268205" "CTC-444N24.11"
"2477707" "ENSG00000268723" "CTC-444N24.9"
"2477710" "ENSG00000178229" "ZNF543"
"2477724" "ENSG00000268678" "CTC-444N24.13"
"2477728" "ENSG00000131845" "ZNF304"
"2477779" "ENSG00000152433" "ZNF547"
"2477822" "ENSG00000256060" "TRAPPC2B"
"2477839" "ENSG00000268133" "AC003002.4"
"2477851" "ENSG00000188785" "ZNF548"
"2477996" "ENSG00000269533" "AC003002.6"
"2478026" "ENSG00000268533" "AC004076.7"
"2478036" "ENSG00000186272" "ZNF17"
"2478088" "ENSG00000186230" "ZNF749"
"2478112" "ENSG00000268163" "AC004076.9"
"2478138" "ENSG00000276449" "AC004076.5"
"2478141" "ENSG00000178201" "VN1R1"
"2478149" "ENSG00000268545" "VN1R107P"
"2478152" "ENSG00000197128" "ZNF772"
"2478262" "ENSG00000268266" "AC003005.2"
"2478269" "ENSG00000105136" "ZNF419"
"2478463" "ENSG00000268107" "AC003005.4"
"2478490" "ENSG00000152439" "ZNF773"
"2478565" "ENSG00000121406" "ZNF549"
"2478612" "ENSG00000251369" "ZNF550"
"2478711" "ENSG00000083817" "ZNF416"
"2478725" "ENSG00000171649" "ZIK1"
"2478802" "ENSG00000183647" "ZNF530"
"2478853" "ENSG00000213762" "ZNF134"
"2478888" "ENSG00000268392" "AC003682.16"
"2478892" "ENSG00000121417" "ZNF211"
"2479022" "ENSG00000269097" "TPRG1LP1"
"2479025" "ENSG00000180532" "ZSCAN4"
"2479054" "ENSG00000204519" "ZNF551"
"2479089" "ENSG00000269026" "AC003006.7"
"2479102" "ENSG00000179909" "ZNF154"
"2479131" "ENSG00000083814" "ZNF671"
"2479186" "ENSG00000152443" "ZNF776"
"2479223" "ENSG00000083828" "ZNF586"
"2479288" "ENSG00000178935" "ZNF552"
"2479321" "ENSG00000268750" "CTD-2583A14.10"
"2479382" "ENSG00000269343" "ZNF587B"
"2479417" "ENSG00000269304" "FKBP1AP1"
"2479420" "ENSG00000204514" "ZNF814"
"2479571" "ENSG00000198466" "ZNF587"
"2479609" "ENSG00000269867" "CTD-2583A14.8"
"2479613" "ENSG00000270804" "CTD-2583A14.11"
"2479619" "ENSG00000269476" "CTD-2583A14.9"
"2479637" "ENSG00000173480" "ZNF417"
"2479713" "ENSG00000196724" "ZNF418"
"2479851" "ENSG00000152454" "ZNF256"
"2479872" "ENSG00000243234" "CTD-2583A14.1"
"2479875" "ENSG00000177025" "C19orf18"
"2479893" "ENSG00000166704" "ZNF606"
"2480001" "ENSG00000176593" "CTD-2368P22.1"
"2480027" "ENSG00000235974" "VN2R19P"
"2480032" "ENSG00000152467" "ZSCAN1"
"2480074" "ENSG00000268660" "LETM1P2"
"2480077" "ENSG00000270837" "HNRNPDLP4"
"2480080" "ENSG00000176293" "ZNF135"
"2480167" "ENSG00000243642" "RN7SL526P"
"2480170" "ENSG00000121413" "ZSCAN18"
"2480335" "ENSG00000181894" "ZNF329"
"2480395" "ENSG00000268293" "CTD-2623H2.7"
"2480398" "ENSG00000269236" "CTD-2619J13.1"
"2480401" "ENSG00000171606" "ZNF274"
"2480547" "ENSG00000213013" "RPS15AP36"
"2480550" "ENSG00000268866" "AC020915.2"
"2480553" "ENSG00000198131" "ZNF544"
"2480801" "ENSG00000283515" "CTD-3138B18.4"
"2480846" "ENSG00000268516" "CTD-3138B18.5"
"2480850" "ENSG00000268201" "CTD-3138B18.6"
"2480854" "ENSG00000278129" "ZNF8"
"2480868" "ENSG00000267216" "AC010642.1"
"2480888" "ENSG00000142396" "ERVK3-1"
"2480963" "ENSG00000283103" "LLNLR-245B6.1"
"2480970" "ENSG00000269794" "AC010642.2"
"2480973" "ENSG00000182318" "ZSCAN22"
"2480985" "ENSG00000277588" "MIR6806"
"2480988" "ENSG00000121410" "A1BG"
"2481035" "ENSG00000268230" "CTD-2619J13.8"
"2481061" "ENSG00000268895" "A1BG-AS1"
"2481091" "ENSG00000279611" "CTD-2619J13.5"
"2481094" "ENSG00000174586" "ZNF497"
"2481126" "ENSG00000268049" "CTD-2619J13.9"
"2481130" "ENSG00000269054" "CTD-2619J13.3"
"2481135" "ENSG00000252211" "RNA5SP473"
"2481138" "ENSG00000152475" "ZNF837"
"2481161" "ENSG00000083845" "RPS5"
"2481272" "ENSG00000266640" "MIR4754"
"2481275" "ENSG00000269855" "RNF225"
"2481281" "ENSG00000268307" "CTD-2619J13.13"
"2481284" "ENSG00000171574" "ZNF584"
"2481368" "ENSG00000232098" "CTD-2619J13.14"
"2481380" "ENSG00000268543" "CTD-2619J13.16"
"2481384" "ENSG00000268912" "CTD-2619J13.17"
"2481387" "ENSG00000131849" "ZNF132"
"2481401" "ENSG00000269473" "CTD-2619J13.19"
"2481404" "ENSG00000249471" "ZNF324B"
"2481477" "ENSG00000083812" "ZNF324"
"2481525" "ENSG00000083838" "ZNF446"
"2481640" "ENSG00000269106" "CTD-2619J13.23"
"2481643" "ENSG00000083807" "SLC27A5"
"2481734" "ENSG00000252334" "RNU6-1337P"
"2481737" "ENSG00000265272" "RN7SL693P"
"2481740" "ENSG00000273901" "CTD-2619J13.27"
"2481743" "ENSG00000119574" "ZBTB45"
"2481786" "ENSG00000264910" "RN7SL525P"
"2481789" "ENSG00000130726" "TRIM28"
"2481972" "ENSG00000275924" "MIR6807"
"2481975" "ENSG00000130724" "CHMP2A"
"2482061" "ENSG00000130725" "UBE2M"
"2482114" "ENSG00000267858" "MZF1-AS1"
"2482131" "ENSG00000099326" "MZF1"
"2482217" "ENSG00000213753" "CENPBD1P1"
"2482246" "ENSG00000268784" "MGC2752"
"2482249" "ENSG00000269032" "AC016629.7"
"2482252" "ENSG00000269600" "AC016629.3"
"2482260" "ENSG00000251841" "RNU6-1334P"
"2482263" "ENSG00000184895" "SRY"
"2482271" "ENSG00000237659" "RNASEH2CP1"
"2482274" "ENSG00000232195" "TOMM22P2"
"2482277" "ENSG00000129824" "RPS4Y1"
"2482322" "ENSG00000227289" "HSFY3P"
"2482326" "ENSG00000229163" "NAP1L1P2"
"2482331" "ENSG00000278847" "RP11-414C23.1"
"2482334" "ENSG00000067646" "ZFY"
"2482430" "ENSG00000233070" "ZFY-AS1"
"2482439" "ENSG00000223600" "EEF1A1P41"
"2482442" "ENSG00000231535" "LINC00278"
"2482452" "ENSG00000234652" "AGPAT5P1"
"2482455" "ENSG00000216777" "PRRC2CP1"
"2482458" "ENSG00000176679" "TGIF2LY"
"2482475" "ENSG00000232927" "USP12PY"
"2482478" "ENSG00000225653" "RNF19BPY"
"2482481" "ENSG00000218410" "AC012078.2"
"2482484" "ENSG00000229518" "UBE2V1P3"
"2482487" "ENSG00000229308" "AC010084.1"
"2482491" "ENSG00000252900" "RNU6-303P"
"2482494" "ENSG00000225878" "SERBP1P2"
"2482497" "ENSG00000277930" "RP11-122L9.1"
"2482505" "ENSG00000099715" "PCDH11Y"
